Canton;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
BS  ;        2021;          51;26.12.2021;0-64    ;           7;           4;           0;           9;           .
BS  ;        2021;          52;02.01.2022;0-64    ;         5.1;           4;           0;           9;           .
BS  ;        2022;           1;09.01.2022;0-64    ;         4.4;           5;           0;          11;           .
BS  ;        2022;           2;16.01.2022;0-64    ;         5.7;           5;           0;          11;           .
BS  ;        2022;           3;23.01.2022;0-64    ;         1.1;           5;           0;          11;           .
BS  ;        2022;           4;30.01.2022;0-64    ;         1.2;           5;           0;          11;           .
BS  ;        2022;           5;06.02.2022;0-64    ;           .;           5;           0;          11;           .
BS  ;        2022;           6;13.02.2022;0-64    ;           .;           5;           0;          11;           .
BS  ;        2022;           7;20.02.2022;0-64    ;           .;           5;           0;          11;           .
BS  ;        2022;           8;27.02.2022;0-64    ;           .;           5;           0;          11;           .
BS  ;        2022;           9;06.03.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          10;13.03.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          11;20.03.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          12;27.03.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          13;03.04.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          14;10.04.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          15;17.04.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          16;24.04.2022;0-64    ;           .;           4;           0;          11;           .
BS  ;        2022;          17;01.05.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          18;08.05.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          19;15.05.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          20;22.05.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          21;29.05.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          22;05.06.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          23;12.06.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          24;19.06.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          25;26.06.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          26;03.07.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          27;10.07.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          28;17.07.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          29;24.07.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          30;31.07.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          31;07.08.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          32;14.08.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          33;21.08.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          34;28.08.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          35;04.09.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          36;11.09.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          37;18.09.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          38;25.09.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          39;02.10.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          40;09.10.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          41;16.10.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          42;23.10.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          43;30.10.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          44;06.11.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          45;13.11.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          46;20.11.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          47;27.11.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          48;04.12.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          49;11.12.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          50;18.12.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          51;25.12.2022;0-64    ;           .;           4;           0;          10;           .
BS  ;        2022;          52;01.01.2023;0-64    ;           .;           4;           0;          10;           .
BS  ;        2020;           1;05.01.2020;65+     ;          40;          39;          23;          54;           .
BS  ;        2020;           2;12.01.2020;65+     ;          42;          38;          22;          54;           .
BS  ;        2020;           3;19.01.2020;65+     ;          34;          38;          22;          54;           .
BS  ;        2020;           4;26.01.2020;65+     ;          37;          38;          22;          54;           .
BS  ;        2020;           5;02.02.2020;65+     ;          43;          38;          22;          54;           .
BS  ;        2020;           6;09.02.2020;65+     ;          29;          38;          22;          54;           .
BS  ;        2020;           7;16.02.2020;65+     ;          31;          38;          22;          53;           .
BS  ;        2020;           8;23.02.2020;65+     ;          32;          37;          22;          53;           .
BS  ;        2020;           9;01.03.2020;65+     ;          34;          37;          21;          53;           .
BS  ;        2020;          10;08.03.2020;65+     ;          37;          37;          21;          53;           .
BS  ;        2020;          11;15.03.2020;65+     ;          45;          37;          21;          52;           .
BS  ;        2020;          12;22.03.2020;65+     ;          52;          36;          21;          52;15.700168816
BS  ;        2020;          13;29.03.2020;65+     ;          64;          36;          20;          51;28.067985881
BS  ;        2020;          14;05.04.2020;65+     ;          63;          36;          20;          51;27.435802945
BS  ;        2020;          15;12.04.2020;65+     ;          34;          35;          20;          50;           .
BS  ;        2020;          16;19.04.2020;65+     ;          46;          35;          19;          50;           .
BS  ;        2020;          17;26.04.2020;65+     ;          28;          34;          19;          49;           .
BS  ;        2020;          18;03.05.2020;65+     ;          27;          34;          19;          49;           .
BS  ;        2020;          19;10.05.2020;65+     ;          28;          33;          18;          48;           .
BS  ;        2020;          20;17.05.2020;65+     ;          19;          33;          18;          48;           .
BS  ;        2020;          21;24.05.2020;65+     ;          26;          33;          18;          47;           .
BS  ;        2020;          22;31.05.2020;65+     ;          30;          32;          18;          47;           .
BS  ;        2020;          23;07.06.2020;65+     ;          29;          32;          18;          47;           .
BS  ;        2020;          24;14.06.2020;65+     ;          26;          32;          17;          47;           .
BS  ;        2020;          25;21.06.2020;65+     ;          23;          32;          17;          47;           .
BS  ;        2020;          26;28.06.2020;65+     ;          30;          32;          17;          46;           .
BS  ;        2020;          27;05.07.2020;65+     ;          37;          32;          17;          46;           .
BS  ;        2020;          28;12.07.2020;65+     ;          40;          32;          17;          47;           .
BS  ;        2020;          29;19.07.2020;65+     ;          33;          32;          17;          47;           .
BS  ;        2020;          30;26.07.2020;65+     ;          34;          32;          18;          47;           .
BS  ;        2020;          31;02.08.2020;65+     ;          31;          32;          18;          47;           .
BS  ;        2020;          32;09.08.2020;65+     ;          36;          32;          18;          47;           .
BS  ;        2020;          33;16.08.2020;65+     ;          33;          32;          18;          47;           .
BS  ;        2020;          34;23.08.2020;65+     ;          29;          32;          18;          47;           .
BS  ;        2020;          35;30.08.2020;65+     ;          33;          33;          18;          47;           .
BS  ;        2020;          36;06.09.2020;65+     ;          21;          33;          18;          48;           .
BS  ;        2020;          37;13.09.2020;65+     ;          29;          33;          18;          48;           .
BS  ;        2020;          38;20.09.2020;65+     ;          33;          33;          18;          48;           .
BS  ;        2020;          39;27.09.2020;65+     ;          27;          33;          18;          48;           .
BS  ;        2020;          40;04.10.2020;65+     ;          25;          34;          19;          48;           .
BS  ;        2020;          41;11.10.2020;65+     ;          30;          34;          19;          49;           .
BS  ;        2020;          42;18.10.2020;65+     ;          36;          34;          19;          49;           .
BS  ;        2020;          43;25.10.2020;65+     ;          37;          35;          19;          50;           .
BS  ;        2020;          44;01.11.2020;65+     ;          26;          35;          20;          50;           .
BS  ;        2020;          45;08.11.2020;65+     ;          37;          35;          20;          51;           .
BS  ;        2020;          46;15.11.2020;65+     ;          29;          36;          20;          51;           .
BS  ;        2020;          47;22.11.2020;65+     ;          45;          36;          21;          52;           .
BS  ;        2020;          48;29.11.2020;65+     ;          41;          36;          21;          52;           .
BS  ;        2020;          49;06.12.2020;65+     ;          56;          37;          21;          52;19.143265245
BS  ;        2020;          50;13.12.2020;65+     ;          44;          37;          22;          53;           .
BS  ;        2020;          51;20.12.2020;65+     ;          63;          38;          22;          53;25.338613454
BS  ;        2020;          52;27.12.2020;65+     ;          59;          38;          22;          54;20.938433385
BS  ;        2020;          53;03.01.2021;65+     ;          45;          38;          22;          54;           .
BS  ;        2021;           1;10.01.2021;65+     ;          44;          39;          23;          54;           .
BS  ;        2021;           2;17.01.2021;65+     ;          38;          38;          22;          54;           .
BS  ;        2021;           3;24.01.2021;65+     ;          48;          38;          22;          54;           .
BS  ;        2021;           4;31.01.2021;65+     ;          43;          38;          22;          54;           .
BS  ;        2021;           5;07.02.2021;65+     ;          38;          38;          22;          54;           .
BS  ;        2021;           6;14.02.2021;65+     ;          33;          38;          22;          54;           .
BS  ;        2021;           7;21.02.2021;65+     ;          33;          38;          22;          53;           .
BS  ;        2021;           8;28.02.2021;65+     ;          35;          37;          22;          53;           .
BS  ;        2021;           9;07.03.2021;65+     ;          34;          37;          21;          53;           .
BS  ;        2021;          10;14.03.2021;65+     ;          33;          37;          21;          53;           .
BS  ;        2021;          11;21.03.2021;65+     ;          27;          37;          21;          52;           .
BS  ;        2021;          12;28.03.2021;65+     ;          37;          36;          21;          52;           .
BS  ;        2021;          13;04.04.2021;65+     ;          21;          36;          20;          51;           .
BS  ;        2021;          14;11.04.2021;65+     ;          27;          36;          20;          51;           .
BS  ;        2021;          15;18.04.2021;65+     ;          26;          35;          20;          50;           .
BS  ;        2021;          16;25.04.2021;65+     ;          37;          35;          19;          50;           .
BS  ;        2021;          17;02.05.2021;65+     ;          34;          34;          19;          49;           .
BS  ;        2021;          18;09.05.2021;65+     ;          38;          34;          19;          49;           .
BS  ;        2021;          19;16.05.2021;65+     ;          23;          33;          18;          48;           .
BS  ;        2021;          20;23.05.2021;65+     ;          39;          33;          18;          48;           .
BS  ;        2021;          21;30.05.2021;65+     ;          30;          33;          18;          47;           .
BS  ;        2021;          22;06.06.2021;65+     ;          32;          32;          18;          47;           .
BS  ;        2021;          23;13.06.2021;65+     ;          26;          32;          18;          47;           .
BS  ;        2021;          24;20.06.2021;65+     ;          31;          32;          17;          47;           .
BS  ;        2021;          25;27.06.2021;65+     ;          29;          32;          17;          47;           .
BS  ;        2021;          26;04.07.2021;65+     ;          29;          32;          17;          46;           .
BS  ;        2021;          27;11.07.2021;65+     ;          26;          32;          17;          46;           .
